name,proc_name
id-chipinklchipisambmedannatbesök,Id
id-chipmärkning,Id
id-märknchip/tat(exlnarkos)inklchip&arvode,Id
"id-märkning,chipisambandmedannat",Id
id-märkningchip,Id
id-märkningchipisambandmedannanop,Id
id-märkningchipkatt,Id
id-märkningisamband,Id
id-märkningisambandmedannanåtgärd,Id
id-märkningmedchip,Id
idexhistopatologi(1-2prover),Idexx
idexx-b12,Idexx
idexx-baktodling(aerob/anaerob/urin),Idexx
idexx-geriatriskprofil,Idexx
idexx-histopatologipad,Idexx
idexx-kattögonpaket,Idexx
idexx-tyroideaprofil,Idexx
idexxadd-ongiprofilphund,Idexx
idexxbakt.aerobic,Idexx
idexxbakt+res,Idexx
idexxbakterieodling,Idexx
"idexxbakteriologiskkultur,urin(aerobic)",Idexx
idexxbakteriologiskkultur(aerobic)inkldiff+resbest,Idexx
idexxcatalystast,Idexx
idexxcatalystcalcium,Idexx
idexxcatalystchem10,Idexx
idexxcatalystchem17,Idexx
idexxcatalystchem6,Idexx
idexxcatalystcrp,Idexx
idexxcatalystggt,Idexx
idexxcatalystlyte,Idexx
idexxcatalystlyte4,Idexx
idexxcatalystphos,Idexx
idexxcatalystt4,Idexx
idexxcatalysttbil,Idexx
idexxcheck-up,Idexx
idexxcheck-uplarge,Idexx
idexxcheck-uplargewobloodcount,Idexx
idexxcpl,Idexx
idexxcplihund,Idexx
idexxcytologi–fnaorimprint(1–2sites),Idexx
idexxcytologi1-2områden,Idexx
idexxcytologi3-8områden,Idexx
idexxdiarrprofc,Idexx
idexxdiarrprofilc,Idexx
idexxekg,Idexx
idexxfasttrack,Idexx
idexxfelineupperrespprofile,Idexx
idexxfelv/fiv,Idexx
idexxger.profil,Idexx
idexxgeriatricprofile,Idexx
idexxgiardia,Idexx
idexxgiprofilpkatt,Idexx
idexxhisto1-2,Idexx
idexxhistoorgan,Idexx
idexxhistopatologi1-2områden,Idexx
idexxhistopatologi1-2prover,Idexx
idexxhistopatologi1-2sites,Idexx
idexxhistopatologi3-8prover,Idexx
idexxkanin/marsvinprof,Idexx
idexxkattögonprofil,Idexx
idexxkidney,Idexx
idexxkidneyprofile,Idexx
idexxkortisol,Idexx
idexxlab,Idexx
idexxleverprofil1,Idexx
idexxliver1,Idexx
idexxliverprofile1,Idexx
idexxlungmask,Idexx
idexxnjurprofil,Idexx
idexxövriganalys,Idexx
idexxövrigt,Idexx
idexxpad,Idexx
idexxpad1-2vävnader,Idexx
idexxphenobarbital,Idexx
idexxprofilpadd-onhund,Idexx
idexxprofilpadd-onkatt,Idexx
idexxprofilphund,Idexx
idexxprofilpkatt,Idexx
idexxringorm(dermatophytepcrprofile),Idexx
idexxsaaadd-on,Idexx
idexxsköldskörtelprofil2,Idexx
idexxsnapcpli,Idexx
idexxspeccpl,Idexx
idexxspeccpladd-on,Idexx
idexxspecfpl,Idexx
idexxspecfpladd-on,Idexx
idexxt4,Idexx
idexxtshcanine,Idexx
idexxtyroideaprofil1hund,Idexx
idexxvetmedstatröntgenavläsningsvarinom20dagar,Idexx
idkattchipvidoperation,Id
idmärkningchip,Id
idmärkningkatt/hund(enbartidmärkning),Id
idmärkningtatueringisambandmedop.,Id
"igf-i(katt,hund)",Igf-I
iläggningpermanentkanyl,Iläggning
imaverollösn100mg/ml100ml,Imaverol
immucept,Immucept
immuceptvaccininjektion,Immucept
induktionpropper10mlexklperm.kanyl,Induktion
inflacam15mg/ml100mlperorallösning,Inflacam
inflacam20mg/mlinj,Inflacam
inflacam5mg/ml20ml,Inflacam
inflacamoralsu1.5mg/ml,Inflacam
inflacamoralsu15mg/ml,Inflacam
inflakam5mg/ml,Inflacam
"infusion,iv",Infusion
"infusion,sc",Infusion
"infusion,scdropp",Infusion
infusion<150ml,Infusion
infusion>150ml,Infusion
"infusioni,v",Infusion
infusioni.v,Infusion
infusioni.v.,Infusion
infusioni.v.1,Infusion
infusioni.v.2,Infusion
infusioni.v.isambandmedoperation/vidannatåtgärd,Infusion
infusioni.vex.medicin,Infusion
infusioni.vinklläkemedelochmaterial,Infusion
infusioniv,Infusion
"infusioniv,häst",Infusion
infusionivdropp,Infusion
infusionivdroppink.dropp,Infusion
infusionivdroppinkl1påse,Infusion
infusionivexklpvk,Infusion
infusionivinkl.förbrukningsmaterialexkl.vätska,Infusion
infusionivinkl.pvk,Infusion
infusionivinklmaterial,Infusion
infusionm.dosifixink1påse,Infusion
"infusionplasma,föl",Infusion
infusionringeracetat,Infusion
"infusions,celleri,p",Infusion
infusions.c,Infusion
infusions.c.,Infusion
infusions.celleri.p,Infusion
infusions.cinklläkemedelochmaterial,Infusion
infusionsaggreagatdosifix,Infusion
infusionsaggregat,Infusion
infusionsaggregatmeddroppkammare,Infusion
infusionsaggregatutandroppkammare(stordjur),Infusion
infusionsc,Infusion
"infusionsc,exkl.vätska",Infusion
infusionscinkl.förbrukning.,Infusion
infusionscinklmaterial,Infusion
infusionscmedbeviplexgnagare,Infusion
infusionsubcut.exmedicin,Infusion
infusionsubcutan,Infusion
infusolec,Infusolec
infusolecinfusionslösning5000ml,Infusolec
inh.narkossmådjur/15min,Inhalationsanestesi
inhalationsanestesi,Inhalationsanestesi
inhalationsanestesi0-30min,Inhalationsanestesi
inhalationsanestesi120min,Inhalationsanestesi
inhalationsanestesi45min,Inhalationsanestesi
inhalationsanestesi60min,Inhalationsanestesi
inhalationsanestesi90min,Inhalationsanestesi
"inhalationsnarkos<0,5tim",Inhalationsanestesi
"inhalationsnarkos0,5-1,0tim",Inhalationsanestesi
"inhalationsnarkos1,0-1,5tim",Inhalationsanestesi
"inhalationsnarkos1,5-2,0tim",Inhalationsanestesi
"inhalationsnarkos2,0-2,5tim",Inhalationsanestesi
"inhalationsnarkosgrundinkl0,5hnarkos",Inhalationsanestesi
"inhalationsnarkostilläggperextrapåbörjad0,5h",Inhalationsanestesi
inj,Injektion
inj.s.c/i.m/i.vex.medicin,Injektion
injbeviplex,Injektion
injbimoxylsc,Injektion
injcerenia/maropitantsc,Injektion
injcerenia/maropitantsc(>30kg),Injektion
injekt.sc/im1-2inj.exkl.med,Injektion
injektion,Injektion
injektionavhormon(p-sprutaellerkapsel)(pk01),Injektion
injektionavhormonkapsel,Injektion
injektionbimoxyl/baytrilperml.,Injektion
injektioncartrophen/librela,Injektion
"injektiondexadreasonper0,1ml",Injektion
injektionfentanyl,Injektion
"injektioni,m,s,ci,velleri,p",Injektion
injektioni.m,Injektion
injektioni.m.s.ci.velleri.p,Injektion
"injektioni.v.,i.m.,s.c.",Injektion
injektioni.vhäst,Injektion
injektioniainkmaterial,Injektion
"injektionim,sc",Injektion
injektionim/sc,Injektion
injektionim/scinklmaterial,Injektion
injektionim/scinklmedicin,Injektion
injektionimellersc,Injektion
injektionimmunisering/allergi,Injektion
injektionintrakutant,Injektion
injektioniv,Injektion
injektioniv/im/sc,Injektion
injektionivinkl.pvk,Injektion
injektionivinklmaterial,Injektion
injektionläkemedel,Injektion
injektionled,Injektion
"injektionmetacam/onsiorper0,1",Injektion
injektions.c,Injektion
injektionsc,Injektion
"injektionsc,im,ip,iv",Injektion
injektionsc/im,Injektion
injektionsc/im/iv,Injektion
injektionsc/iv,Injektion
injektionsubcutant,Injektion
injfentanyl,Injektion
injlibrela10mg,Injektion
injmetacamsc,Injektion
injmetacamsc<10kg,Injektion
injmetacamsc10-30kg,Injektion
injonsiorsc,Injektion
injonsiorsc<10kg,Injektion
injonsiorsc10-30kg,Injektion
injonsiorsc30-50kg,Injektion
injprevomax/maropitantsc,Injektion
injprimperan,Injektion
injprimperanperampull,Injektion
injsemfortan,Injektion
injtrymoxsc,Injektion
injvetalginlångsamtiv,Injektion
injvetergesic/buprenorfin,Injektion
inkubator/syrgasbehandling(a30min),Inkubator
inläggandeavkontrastmedel,Inläggande
inläggandeavpermanentkanyl,Inläggande
inläggandeperifervenkateter,Inläggande
inläggandepermanentkanyl,Inläggande
"inläggandepermanentkanyl,häst",Inläggande
inläggandepleurakateterellerpleurakanyl,Inläggande
inomhuspanelhund/katt,Inomhuspanel
insistorvet.10mg/ml,Insistor
"inskrivningdag,förstadagen",Inskrivning
"inskrivningdag,uppföljn.dag2",Inskrivning
inskrivningdag1,Inskrivning
inskrivningdagtid,Inskrivning
inskrivningkväll(luleå),Inskrivning
inskrivningsavgift,Avgift
inspektionmunhåla/svalg,Inspektion
inspektionnäshåla,Inspektion
inspektionöron+appliceracortavance,Inspektion
inställelseavgift,Inställelse
inställse/resaboängen,Inställelse
instrument1,Instrument
instrument2,Instrument
instrument3,Instrument
instrument4,Instrument
intensivesupportf/c-in-w1x95g,Intensivvård
intensivvård,Intensivvård
intensivvårdnyföddvalp,Intensivvård
intensivvårdpertimme,Intensivvård
intestinalburk400g,Intestinal
intestinalhund2kg,Intestinal
intrasitegel,Intrasite
intrasitegel(perbrutenförpackning),Intrasite
intrasitegel15g,Intrasite
intrasitegel8g,Intrasite
intravenösanestesienkel,Intravenös
intravenösinfusion,Intravenös
intravenösinfusioninkl.pvc,Intravenös
intravenösnarkoshund<10kg(uppstart15min),Intravenös
intravenösnarkoshund>30kg(uppstart15min),Intravenös
intravenösnarkoshund10-30kg(upsstart15min),Intravenös
intravenösnarkoshundtilläggper15min,Intravenös
intravenösnarkoskatt(uppstart15min),Intravenös
intravenösnarkoskatttilläggper15min,Intravenös
intubering,Intubering
intygf145,Intyg
intygliv,Intyg
intyglivskada,Intyg
intygmedel,Intyg
intygövriga,Intyg
"intygskada,liv-,försäkr",Intyg
ip,Ip
irap,Irap
isaderm,Isaderm
isaderm15ggel,Isaderm
isadermvetgel,Isaderm
isathalmic1%5g,Isathalmic
isathalmicögonsalva1%5g,Isathalmic
isathalmicögsalv1%,Isathalmic
isathalmicögsalva1%5g,Isathalmic
isoflo®vet.inh.ång100%,Isoflo
isopto®-atropin0.5%5mlögondrflaska,Isopto
isopto®-atropin1%5mlögondr,Isopto
isopto®-maxidex1mg/ml5mlögondrflaska,Isopto
ivanes.propgrund,Iv
ivanes.proppåf.,Iv
ivanestesihund3,Iv
ivanestesihund4,Iv
ivdropp,Iv
ivinjektion,Iv
jourarvode,Avgift
jouravgdag,Avgift
jouravgift,Avgift
jourdagtidhelg08-15:50,Avgift
jourdagtidhelg08-16,Avgift
jourkvällstidhelg15:50-00,Avgift
jourkvällstidhelg16-00,Avgift
jourkvällstidvardagar15:50-00,Avgift
jourkvällstidvardagar16-00,Avgift
jourkvällstidvardagar16.30-00,Avgift
journattidvardagar00-08,Avgift
jourtilläggoperationbuk,Avgift
"juvernybildnliten,narkos",Juver
"juvernybildnmellan,narkos10-30kg",Juver
juveroperationspeneisamband,Juver
"juvertumör,1del",Juvertumör
juvertumör>=3delarhund,Juvertumör
juvertumör1-2delarhund,Juvertumör
juvertumör1juverdel,Juvertumör
juvertumör2-3delar,Juvertumör
juvertumör2-3delarhund<15kgarvode,Juvertumör
juvertumör2-3delarhund>15kgarvode,Juvertumör
juvertumör2-3juverdelar,Juvertumör
"juvertumör2-3juverdelar,op",Juvertumör
juvertumörbiopsi/lumpektomi,Juvertumör
juvertumörhdenst.tumör2del,Juvertumör
juvertumörhelsidakatt,Juvertumör
juvertumörhund2-3delexnarko,Juvertumör
juvertumörhundenst.texnarko,Juvertumör
juvertumörhundsolitärmedel,Juvertumör
juvertumörlokalextirpationliten,Juvertumör
juvertumörop1del,Juvertumör
juvertumörop2delar,Juvertumör
juvertumöroperation2-3delar,Juvertumör
juvertumöroperationhelsida,Juvertumör
juvertumöropsolitär,Juvertumör
juvertumörsolitär,Juvertumör
"juvertumörsolitär,op",Juvertumör
k,K
k.dermaanallergenic2,Derma
"k.dermahypoallergenic4,5",Derma
k.gastrointestinal2,Gastro
k.gastrointestinal4,Gastro
k.gastrointestinalkitten2,Gastro
k.gastrointestinalkittenmoussecan12x195g,Gastro
k.gastrointestinalmoderatecalorie2,Gastro
k.gastrointestinalmoderatecalorieslicesingravypouch12x85g,Gastro
k.gastrointestinalrecoveryultrasoftmousseincan12x195g,Gastro
k.gastrointestinalthinslicesingravypouch12x85g,Gastro
"k.healthmatureconsult1,5",Health
k.healthmatureconsult12*85g,Health
"k.urinarys/omoderatecalorie1,5",Urinary
"k.vitalearlyrenal1,5",Vital
k.vitalearlyrenalthinslicesingravypouch12x85g,Vital
k.vitalrenalbeefthinslicesingravypouch12x85g,Vital
k.vitalrenalchickenthinslicesingravypouch12x85g,Vital
k.vitalrenalfishthinslicesingravypouch12x85g,Vital
"k.vitalrenalmultipackbeef,chicken,fish,loafpouches4x85g",Vital
k.vitalrenalselect2,Vital
k.vitalrenalspecial2,Vital
"k/d1,5kgkatt",K/D
k9conditioner250ml,K9
k9whitenessschampo300ml,K9
kalcium-droppdystokimm.,Calcium
kalcium(calcium),Calcium
kalium,Kalium
kampanjlejonklippninginklsedering.,Klippning
kanyl,Kanyl
"kanylbranüle2,0x80mm",Kanyl
kanyler,Kanyl
"kanylintranuleröd2,3x105mm",Kanyl
kanylläggnaningink.nacl,Kanyl
kanylläggning,Kanyl
kanylläggninginkl.nacl,Kanyl
"kastningspaketpcr(ehv-1,ehv-4,eav)",Kastration
kastr.hanhd15-35kgtot.pris,Kastration
kastrationhanhund,Kastration
kastrationhanhund<25kg,Kastration
kastrationhanhund<25kg(nk),Kastration
kastrationhanhund>25kg,Kastration
kastrationhanhund>25kg(nk),Kastration
kastrationhanhund≥25kg,Kastration
kastrationhanhundexklnarkos,Kastration
kastrationhanhundkryptorkidinguinal,Kastration
kastrationhanhundvidsjukdom,Kastration
kastrationhonkatt,Kastration
kastrationkanin/gnagareinkl.gasnarkospaket,Kastration
kastrationtik,Kastration
kastrationtik+25kg(ohe),Kastration
kastrationtik20-40kg,Kastration
kastrationtikmedicinskaskäli,Kastration
kastreringhanhdinklnarkos,Kastration
kastreringhanhund,Kastration
kastreringhanhund20-35kg(tot.pris),Kastration
kastreringtik<10kginklnarkos(ilöp),Kastration
kastreringtik>35kgtotpris,Kastration
kastreringtik15-35kg(tot.pris),Kastration
kastreringtik15-35kgtotpris,Kastration
kastreringtikinklnarkos,Kastration
kateter+spolnurinvägkatt(exklnark),Kateter
kateterförbrukningsmaterial,Kateter
kateterhankatt,Kateter
kateterisering+spolningurinblåsahanhund(exklnarkos),Kateter
kateterisering+spolningurinblåsahankatt(exklnarkos),Kateter
kateteriseringhandjur,Kateter
kateteriseringhondjur,Kateter
kateteriseringkattexmater.,Kateter
katetiseringhankatt,Kateter
katkor,Kateter
katkorförurinprovkatt,Kateter
kattkemipaketstort(17analyser),Kemipaket
kattögonpaket,Kattögonpaket
kattögonpaketet,Kattögonpaket
kattögonpaketidexx,Kattögonpaket
kattsnuvepaket,Kattsnuvepaket
kattsnuvepaketsva,Kattsnuvepaket
kefavet®vet.500mg30stfilmdrbliste,Kefavet
kejsarsnittakutjour,Kejsarsnitt
kejsarsnitthund,Kejsarsnitt
kejsarsnittkatt,Kejsarsnitt
kejsarsnittkt,Kejsarsnitt
kemipaket10(catalystone),Kemipaket
kemipaket17(catalystone),Kemipaket
"kemiskkastr,suprelorinpaket",Kastration
kenacort-t40mg/ml,Kenacort
kenacort®-t40mg/ml1mlinjektinjekt,Kenacort
kenacorttinj,Kenacort
kesium500mg/125mg,Kesium
"kesiumtabletter50mg/12,5mg",Kesium
kesiumvettuggta200mg/50mg,Kesium
kesiumvettuggta40mg/10mg,Kesium
ket,Ket
ketalar,Ketalar
"ketamin0,1ml",Ketaminol
ketaminol®vet.50mg/ml20ml,Ketaminol
ketaminol®vet.50mg/ml20mlinjektinjekt,Ketaminol
ketaminol®vet.inj100mg/ml,Ketaminol
ketaminol®vet.inj50mg/ml,Ketaminol
ketaminol50mg/ml,Ketaminol
ketaminolvet.50mg/ml10mlinjektinjekt,Ketaminol
kidneyprofile,Kidney
kidneyscreening(beställ#2002påremissen),Kidney
"kirurgiskextraktion,lätt",Kirurgisk
"kirurgiskextraktion,medel",Kirurgisk
kirurgisktplåster,Kirurgisk
kista,Kista
kit4cat-sealsand(föruppsamlingavurinprov)300g,Klämmning
klämmautanalsäckar,Klämmning
klämmningavurinblåsa,Klämmning
klämningavurinblåsa,Klämning
klinik1,Avgift
klinik2,Avgift
klinik3,Avgift
klinik4,Avgift
klinikavgift,Avgift
"klinikavgift,op",Avgift
klinikavgifthästkliniken,Avgift
klinikavginklresaboängen,Avgift
klinikhäst,Avgift
klinikspecial,Avgift
klinikutrustning,Avgift
klinkemhund/katt*,Avgift
klippning,Klippning
klippningmedel,Klippning
klippningomfattande,Klippning
klippningtovorinkl.sedering,Klippning
klokapsel,Klokapsel
klokapselbortagningipkt,Klokapsel
klokapselbrottextirpationinkl.sedering,Klokapsel
klokapselextirp,Klokapsel
klokapselextirpation,Klokapsel
klokapselextirpation.,Klokapsel
klokapselextirpation1,Klokapsel
klokapselextirpationenklo,Klokapsel
klokapselextirpationkatt,Klokapsel
klokapselextirpationsvår,Klokapsel
klokapselextirpering,Klokapsel
klokapselfrakturenhetspris,Klokapsel
klokapselfrakturenkel(tot.pris),Klokapsel
kloklipp,Kloklipp
kloklippning,Kloklipp
kloklippning(enkel),Kloklipp
kloklippning(enperson),Kloklipp
kloklippningavpersonalkrävandesort,Kloklipp
kloklippningenkel,Kloklipp
kloklippningfastpris,Kloklipp
kloklippninggratisvidnarkos,Kloklipp
kloklippninghund,Kloklipp
kloklippninghundutansed.,Kloklipp
kloklippningisambandmedannanåtgärd,Kloklipp
kloklippningisambandmedannat,Kloklipp
kloklippningkatt,Kloklipp
kloklippningmed2assistenter,Kloklipp
kloklippningstamkund/enkel,Kloklipp
kloklippningutankostnad,Kloklipp
kloklippokomplicerad,Kloklipp
kloklippvidannanbehandlingöver20kg,Kloklipp
kloklippvidannanbehandlingtill20kg,Kloklipp
kloklippvidsedering,Kloklipp
klokorrigering>25kgpkt,Kloklipp
kloramfenikol5mg/mlendosbehållare,Kloramfenikol
kloramfenikolccs5mg/ml,Kloramfenikol
kloramfenikolccs5mg/ml3x10x1stögondrendosb,Kloramfenikol
kloramfenikolögonsdroppar10mlflaska,Kloramfenikol
"kloramfenikolsanten3,5g",Kloramfenikol
"kloramfenikolsanten4,3g",Kloramfenikol
klorhexedinschampoold,Klorhexedinschampoo
klorid,Klorid
"klotång,storld",Klotång
klotångbusterliten,Klotång
klyvningavtand,Klyvning
klyx,Klyx
klyx®1mg/ml+250mg/ml120mlrektalflaska,Klyx
klyx®1mg/ml+250mg/ml240mlrektalflaska,Klyx
klyxklysma120mltub,Klyx
kmrmjölkersättningkattungepulver340g,Kmr
koksaltlösningtrikem200ml,Koksaltlösning
koksaltnacl10-20mlförspolning,Koksalt
koksaltnacl100mlförspolning,Koksalt
koksaltnacl500-1000mlförspolning,Koksalt
koksaltnaclca250mlförspolning,Koksalt
kolikbehandlingförstoppning/gas,Kolik
kolikbehandlinggas/enkel,Kolik
kolikbehandlingomfattande,Kolik
kolikundersökning,Kolik
kollaochväljrättkastrationpaket,Kolla
kolsuspension150mg/ml100mloralsflaska,Kolsuspension
kolsuspension150ml/ml100ml,Kolsuspension
komb.anesthundink.ket,Komb.Anest
komb.anestkatt/litenhundink.ket,Komb.Anest
komb.anestkt/lihdinklket,Komb.Anest
komb.aneststorhdinklket,Komb.Anest
kompletterandeundersökningfånghov/hovar(ufh),Kompletterande
komplikationtilloperation,Komplikation
kompressmedrtg-tråd10x20cm,Kompress
kompressmelolin,Kompress
"kompressmultisorbsteril7,5x7,5",Kompress
"kompressnonwoven4lagosteril7,5x7,5cm/100",Kompress
kompresssorbact10cm,Kompress
kompresssorbact20cm,Kompress
kompresssorbact4x6cm,Kompress
kompresssorbacttamponad2x50cm,Kompress
konakion®10mg/ml5x1mlinjektampull,Konakion
konakioninj10mg/ml/ml,Konakion
konsultation/undersökningåterbesök,Konsultation
konsultation/undersökningpoliklinik1,Konsultation
konsultation/undersökningpoliklinik2,Konsultation
konsultation/undersökningpoliklinik3,Konsultation
konsultation/undersökningpoliklinik4,Konsultation
konsultation15min,Konsultation
konsultationsarvode,Konsultation
konsultationveterinär,Konsultation
konsultationveterinär<10min,Konsultation
konsultationveterinär10-30min,Konsultation
konsultationveterinär30-45min,Konsultation
konsultationveterinär30-60min,Konsultation
konsultationveterinäråterbesök,Konsultation
kontrast,Kontrastgiva
kontrastgiva,Kontrastgiva
kontrastmedelperdjur,Kontrast
kontrastpass-rtgbuk1-2exp,Kontrast
kontrastpass-rtgbukfull,Kontrast
kontrastpsg1-4,Kontrast
kontrastpsg1-8,Kontrast
kontrolltsh+2xtt4,Kontroll
"koppel,reflexolikafärger",Koppel
"kortisol,prevetoryl",Kortisol
kortisol/kreatinin-kvot,Kortisol
kortisol/kreatininkvot1prov,Kortisol
kortisol0-prov,Kortisol
kortisol1prov,Kortisol
kortresa1-10km,Kortresa
krage,Krage
"krage,25-30ld",Krage
"krage,7,5-10ld",Krage
krage/tratt10cminklhalsband,Krage
"krage/tratt12,5cminklhalsband",Krage
krage/tratt15-20cm,Krage
krage/tratt15cminklhalsband,Krage
krage/tratt20cminklhalsband,Krage
krage/tratt25cminklhalsband,Krage
krage/tratt30cminklhalsband,Krage
krage10,Krage
krage10-15cm,Krage
krage10-15cm(vidbesök),Krage
krage10-20cm,Krage
krage10cm,Krage
"krage12,5",Krage
"krage12,5cm",Krage
krage15,Krage
krage15-25,Krage
krage15-25cm,Krage
krage15cm,Krage
krage20,Krage
krage20-25cm,Krage
krage20-30,Krage
krage20-30cm(vidbesök),Krage
krage20cm,Krage
krage25-35cm,Krage
krage25cm,Krage
krage30,Krage
krage30-40,Krage
krage30cm,Krage
krage35,Krage
krage35cm,Krage
krage40cm,Krage
"krage7,5-12,5",Krage
"krage7,5-12,5cminkl.halsband",Krage
"krage7,5-15",Krage
krage7.5-15cm,Krage
kragehund/katt10cm,Krage
"kragehund/katt12,5cm",Krage
kragehund/katt15cm,Krage
kragehund20cm,Krage
kragehund25cm,Krage
kragehund30cm,Krage
kragehund35/40cm,Krage
kragestl.25,Krage
kragestl.30,Krage
kragestl.35,Krage
